id,title,slug,cluster,clusterSlug,intent,audience,location,device,priority,keyword,canonical,publishedAt,reviewedBy,safetyReview,legalReview,sourceCount,status
"law-compliance-03","CPCB Registration in India: An Operational Guide for Organisations","cpcb-registration-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","1","CPCB Registration in India","https://blog.ewastekochi.com/law-compliance/cpcb-registration-in-india-an-operational-guide-for-organisations/","2026-07-15","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"law-compliance-04","Recycler Authorisation in India: An Operational Guide for Organisations","recycler-authorisation-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","2","Recycler Authorisation in India","https://blog.ewastekochi.com/law-compliance/recycler-authorisation-in-india-an-operational-guide-for-organisations/","2026-07-16","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"law-compliance-05","Bulk Consumer Records in India: An Operational Guide for Organisations","bulk-consumer-records-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","2","Bulk Consumer Records in India","https://blog.ewastekochi.com/law-compliance/bulk-consumer-records-in-india-an-operational-guide-for-organisations/","2026-07-17","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"law-compliance-06","E-Waste Returns in India: An Operational Guide for Organisations","e-waste-returns-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","2","E-Waste Returns in India","https://blog.ewastekochi.com/law-compliance/e-waste-returns-in-india-an-operational-guide-for-organisations/","2026-07-18","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"law-compliance-07","Producer Responsibility in India: An Operational Guide for Organisations","producer-responsibility-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","2","Producer Responsibility in India","https://blog.ewastekochi.com/law-compliance/producer-responsibility-in-india-an-operational-guide-for-organisations/","2026-07-19","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"law-compliance-08","Refurbisher Records in India: An Operational Guide for Organisations","refurbisher-records-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","3","Refurbisher Records in India","https://blog.ewastekochi.com/law-compliance/refurbisher-records-in-india-an-operational-guide-for-organisations/","2026-07-20","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"law-compliance-09","Cross-State Movement in India: An Operational Guide for Organisations","cross-state-movement-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","3","Cross-State Movement in India","https://blog.ewastekochi.com/law-compliance/cross-state-movement-in-india-an-operational-guide-for-organisations/","2026-07-21","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"law-compliance-10","Vendor Due Diligence in India: An Operational Guide for Organisations","vendor-due-diligence-in-india-an-operational-guide-for-organisations","E-Waste Law & Compliance","law-compliance","compliance","producers|business leaders","Kerala","regulated electronic equipment","3","Vendor Due Diligence in India","https://blog.ewastekochi.com/law-compliance/vendor-due-diligence-in-india-an-operational-guide-for-organisations/","2026-07-22","EWaste Kochi Editorial Desk","false","true","3","publishable-after-editorial-review"
"scrap-value-01","Laptop Scrap Value in Kochi: What Actually Changes the Quote","laptop-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Laptop","1","Laptop Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/laptop-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-23","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-02","Desktop Scrap Value in Kochi: What Actually Changes the Quote","desktop-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Desktop","1","Desktop Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/desktop-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-24","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-03","Server Scrap Value in Kochi: What Actually Changes the Quote","server-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Server","1","Server Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/server-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-01","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-04","Smartphone Scrap Value in Kochi: What Actually Changes the Quote","smartphone-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Smartphone","2","Smartphone Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/smartphone-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-02","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-05","Circuit Board Scrap Value in Kochi: What Actually Changes the Quote","circuit-board-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Circuit Board","2","Circuit Board Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/circuit-board-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-03","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-06","Copper Cable Scrap Value in Kochi: What Actually Changes the Quote","copper-cable-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Copper Cable","2","Copper Cable Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/copper-cable-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-04","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-07","Monitor Scrap Value in Kochi: What Actually Changes the Quote","monitor-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Monitor","2","Monitor Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/monitor-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-05","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-08","Printer Scrap Value in Kochi: What Actually Changes the Quote","printer-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Printer","3","Printer Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/printer-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-06","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-09","Network Switch Scrap Value in Kochi: What Actually Changes the Quote","network-switch-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Network Switch","3","Network Switch Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/network-switch-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-07","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"scrap-value-10","Office Electronics Lot Scrap Value in Kochi: What Actually Changes the Quote","office-electronics-lot-scrap-value-in-kochi-what-actually-changes-the-quote","Scrap Value & Reuse","scrap-value","commercial","device owners|asset managers","Kerala","Office Electronics Lot","3","Office Electronics Lot Scrap Value in Kochi","https://blog.ewastekochi.com/scrap-value/office-electronics-lot-scrap-value-in-kochi-what-actually-changes-the-quote/","2026-07-08","EWaste Kochi Editorial Desk","false","false","1","publishable-after-editorial-review"
"circular-economy-01","Electronics Reuse: A Practical Circular Electronics Framework","electronics-reuse-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","1","Electronics Reuse","https://blog.ewastekochi.com/circular-economy/electronics-reuse-a-practical-circular-electronics-framework/","2026-07-09","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-02","Repair Before Recycling: A Practical Circular Electronics Framework","repair-before-recycling-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","1","Repair Before Recycling","https://blog.ewastekochi.com/circular-economy/repair-before-recycling-a-practical-circular-electronics-framework/","2026-07-10","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-03","Zero-Landfill Claims: A Practical Circular Electronics Framework","zero-landfill-claims-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","1","Zero-Landfill Claims","https://blog.ewastekochi.com/circular-economy/zero-landfill-claims-a-practical-circular-electronics-framework/","2026-07-11","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-04","ESG E-Waste Reporting: A Practical Circular Electronics Framework","esg-e-waste-reporting-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","2","ESG E-Waste Reporting","https://blog.ewastekochi.com/circular-economy/esg-e-waste-reporting-a-practical-circular-electronics-framework/","2026-07-12","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-05","Carbon Claims: A Practical Circular Electronics Framework","carbon-claims-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","2","Carbon Claims","https://blog.ewastekochi.com/circular-economy/carbon-claims-a-practical-circular-electronics-framework/","2026-07-13","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-06","Circular Procurement: A Practical Circular Electronics Framework","circular-procurement-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","2","Circular Procurement","https://blog.ewastekochi.com/circular-economy/circular-procurement-a-practical-circular-electronics-framework/","2026-07-14","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-07","Device Life Extension: A Practical Circular Electronics Framework","device-life-extension-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","2","Device Life Extension","https://blog.ewastekochi.com/circular-economy/device-life-extension-a-practical-circular-electronics-framework/","2026-07-15","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-08","Refurbished IT Buying: A Practical Circular Electronics Framework","refurbished-it-buying-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","3","Refurbished IT Buying","https://blog.ewastekochi.com/circular-economy/refurbished-it-buying-a-practical-circular-electronics-framework/","2026-07-16","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-09","Material Recovery: A Practical Circular Electronics Framework","material-recovery-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","3","Material Recovery","https://blog.ewastekochi.com/circular-economy/material-recovery-a-practical-circular-electronics-framework/","2026-07-17","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"circular-economy-10","Responsible Exit Policy: A Practical Circular Electronics Framework","responsible-exit-policy-a-practical-circular-electronics-framework","Circular Economy & ESG","circular-economy","informational","sustainability teams|executives","Kerala","electronics portfolio","3","Responsible Exit Policy","https://blog.ewastekochi.com/circular-economy/responsible-exit-policy-a-practical-circular-electronics-framework/","2026-07-18","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-01","AI Waste Sorting for Electronics: Capabilities, Limits and Kerala Relevance","ai-waste-sorting-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","1","AI Waste Sorting for Electronics","https://blog.ewastekochi.com/recycling-technology/ai-waste-sorting-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-19","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-02","Robotic Disassembly for Electronics: Capabilities, Limits and Kerala Relevance","robotic-disassembly-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","1","Robotic Disassembly for Electronics","https://blog.ewastekochi.com/recycling-technology/robotic-disassembly-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-20","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-03","Urban Mining for Electronics: Capabilities, Limits and Kerala Relevance","urban-mining-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","1","Urban Mining for Electronics","https://blog.ewastekochi.com/recycling-technology/urban-mining-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-21","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-04","Precious Metal Recovery for Electronics: Capabilities, Limits and Kerala Relevance","precious-metal-recovery-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","2","Precious Metal Recovery for Electronics","https://blog.ewastekochi.com/recycling-technology/precious-metal-recovery-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-22","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-05","Battery Diagnostics for Electronics: Capabilities, Limits and Kerala Relevance","battery-diagnostics-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","2","Battery Diagnostics for Electronics","https://blog.ewastekochi.com/recycling-technology/battery-diagnostics-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-23","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-06","X-Ray Sorting for Electronics: Capabilities, Limits and Kerala Relevance","x-ray-sorting-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","2","X-Ray Sorting for Electronics","https://blog.ewastekochi.com/recycling-technology/x-ray-sorting-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-24","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-07","Hydrometallurgy for Electronics: Capabilities, Limits and Kerala Relevance","hydrometallurgy-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","2","Hydrometallurgy for Electronics","https://blog.ewastekochi.com/recycling-technology/hydrometallurgy-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-01","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-08","Mechanical Separation for Electronics: Capabilities, Limits and Kerala Relevance","mechanical-separation-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","3","Mechanical Separation for Electronics","https://blog.ewastekochi.com/recycling-technology/mechanical-separation-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-02","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-09","Digital Product Passports for Electronics: Capabilities, Limits and Kerala Relevance","digital-product-passports-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","3","Digital Product Passports for Electronics","https://blog.ewastekochi.com/recycling-technology/digital-product-passports-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-03","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
"recycling-technology-10","GPU Lifecycle Management for Electronics: Capabilities, Limits and Kerala Relevance","gpu-lifecycle-management-for-electronics-capabilities-limits-and-kerala-relevance","Recycling Technology","recycling-technology","informational","engineers|sustainability teams","Kerala","electronic waste stream","3","GPU Lifecycle Management for Electronics","https://blog.ewastekochi.com/recycling-technology/gpu-lifecycle-management-for-electronics-capabilities-limits-and-kerala-relevance/","2026-07-04","EWaste Kochi Editorial Desk","false","false","2","publishable-after-editorial-review"
